"Step","cql_random_seed_40_20250507212532 - environment","cql_random_seed_40_20250507212532 - environment__MIN","cql_random_seed_40_20250507212532 - environment__MAX","iql_random_seed_40_20250507212532 - environment","iql_random_seed_40_20250507212532 - environment__MIN","iql_random_seed_40_20250507212532 - environment__MAX","bc_random_seed_40_20250507212528 - environment","bc_random_seed_40_20250507212528 - environment__MIN","bc_random_seed_40_20250507212528 - environment__MAX","iql_optimal_seed_40_20250507212523 - environment","iql_optimal_seed_40_20250507212523 - environment__MIN","iql_optimal_seed_40_20250507212523 - environment__MAX","cql_optimal_seed_40_20250507212524 - environment","cql_optimal_seed_40_20250507212524 - environment__MIN","cql_optimal_seed_40_20250507212524 - environment__MAX","bc_optimal_seed_40_20250507212522 - environment","bc_optimal_seed_40_20250507212522 - environment__MIN","bc_optimal_seed_40_20250507212522 - environment__MAX","cql_bau_seed_40_20250507212520 - environment","cql_bau_seed_40_20250507212520 - environment__MIN","cql_bau_seed_40_20250507212520 - environment__MAX","iql_bau_seed_40_20250507212517 - environment","iql_bau_seed_40_20250507212517 - environment__MIN","iql_bau_seed_40_20250507212517 - environment__MAX","bc_bau_seed_40_20250507212515 - environment","bc_bau_seed_40_20250507212515 - environment__MIN","bc_bau_seed_40_20250507212515 - environment__MAX","cql_random_seed_20_20250507210303 - environment","cql_random_seed_20_20250507210303 - environment__MIN","cql_random_seed_20_20250507210303 - environment__MAX","iql_random_seed_20_20250507210302 - environment","iql_random_seed_20_20250507210302 - environment__MIN","iql_random_seed_20_20250507210302 - environment__MAX","cql_optimal_seed_20_20250507210258 - environment","cql_optimal_seed_20_20250507210258 - environment__MIN","cql_optimal_seed_20_20250507210258 - environment__MAX","iql_optimal_seed_20_20250507210255 - environment","iql_optimal_seed_20_20250507210255 - environment__MIN","iql_optimal_seed_20_20250507210255 - environment__MAX","cql_bau_seed_20_20250507210254 - environment","cql_bau_seed_20_20250507210254 - environment__MIN","cql_bau_seed_20_20250507210254 - environment__MAX","iql_bau_seed_20_20250507210252 - environment","iql_bau_seed_20_20250507210252 - environment__MIN","iql_bau_seed_20_20250507210252 - environment__MAX","bc_random_seed_20_20250507210050 - environment","bc_random_seed_20_20250507210050 - environment__MIN","bc_random_seed_20_20250507210050 - environment__MAX","bc_optimal_seed_20_20250507210048 - environment","bc_optimal_seed_20_20250507210048 - environment__MIN","bc_optimal_seed_20_20250507210048 - environment__MAX","bc_bau_seed_20_20250507210045 - environment","bc_bau_seed_20_20250507210045 - environment__MIN","bc_bau_seed_20_20250507210045 - environment__MAX","cql_random_seed_10_20250507151820 - environment","cql_random_seed_10_20250507151820 - environment__MIN","cql_random_seed_10_20250507151820 - environment__MAX","iql_random_seed_10_20250507151819 - environment","iql_random_seed_10_20250507151819 - environment__MIN","iql_random_seed_10_20250507151819 - environment__MAX","bc_random_seed_10_20250507151816 - environment","bc_random_seed_10_20250507151816 - environment__MIN","bc_random_seed_10_20250507151816 - environment__MAX","iql_optimal_seed_10_20250507151811 - environment","iql_optimal_seed_10_20250507151811 - environment__MIN","iql_optimal_seed_10_20250507151811 - environment__MAX","cql_optimal_seed_10_20250507151812 - environment","cql_optimal_seed_10_20250507151812 - environment__MIN","cql_optimal_seed_10_20250507151812 - environment__MAX","bc_optimal_seed_10_20250507151810 - environment","bc_optimal_seed_10_20250507151810 - environment__MIN","bc_optimal_seed_10_20250507151810 - environment__MAX","cql_bau_seed_10_20250507151807 - environment","cql_bau_seed_10_20250507151807 - environment__MIN","cql_bau_seed_10_20250507151807 - environment__MAX","iql_bau_seed_10_20250507151805 - environment","iql_bau_seed_10_20250507151805 - environment__MIN","iql_bau_seed_10_20250507151805 - environment__MAX","bc_bau_seed_10_20250507151802 - environment","bc_bau_seed_10_20250507151802 - environment__MIN","bc_bau_seed_10_20250507151802 - environment__MAX","bc_random_seed_0_20250507145647 - environment","bc_random_seed_0_20250507145647 - environment__MIN","bc_random_seed_0_20250507145647 - environment__MAX","bc_optimal_seed_0_20250507145643 - environment","bc_optimal_seed_0_20250507145643 - environment__MIN","bc_optimal_seed_0_20250507145643 - environment__MAX","bc_bau_seed_0_20250507145640 - environment","bc_bau_seed_0_20250507145640 - environment__MIN","bc_bau_seed_0_20250507145640 - environment__MAX","cql_random_seed_0_20250507145333 - environment","cql_random_seed_0_20250507145333 - environment__MIN","cql_random_seed_0_20250507145333 - environment__MAX","cql_optimal_seed_0_20250507145331 - environment","cql_optimal_seed_0_20250507145331 - environment__MIN","cql_optimal_seed_0_20250507145331 - environment__MAX","cql_bau_seed_0_20250507145327 - environment","cql_bau_seed_0_20250507145327 - environment__MIN","cql_bau_seed_0_20250507145327 - environment__MAX","iql_random_seed_0_20250507145017 - environment","iql_random_seed_0_20250507145017 - environment__MIN","iql_random_seed_0_20250507145017 - environment__MAX","iql_optimal_seed_0_20250507145013 - environment","iql_optimal_seed_0_20250507145013 - environment__MIN","iql_optimal_seed_0_20250507145013 - environment__MAX","iql_bau_seed_0_20250507145011 - environment","iql_bau_seed_0_20250507145011 - environment__MIN","iql_bau_seed_0_20250507145011 - environment__MAX"
"293000","-257864.45516989645","-257864.45516989645","-257864.45516989645","-359197.9341159867","-359197.9341159867","-359197.9341159867","-227963.26930340743","-227963.26930340743","-227963.26930340743","-168204.4047519242","-168204.4047519242","-168204.4047519242","-244432.18817117662","-244432.18817117662","-244432.18817117662","-127326.91505123586","-127326.91505123586","-127326.91505123586","-143201.41277284425","-143201.41277284425","-143201.41277284425","-51707.45845026727","-51707.45845026727","-51707.45845026727","-49793.972627202624","-49793.972627202624","-49793.972627202624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294000","-273384.8120517748","-273384.8120517748","-273384.8120517748","-352936.11034547014","-352936.11034547014","-352936.11034547014","-227994.06339624364","-227994.06339624364","-227994.06339624364","-181087.3924906493","-181087.3924906493","-181087.3924906493","-268608.0647288579","-268608.0647288579","-268608.0647288579","-128523.00316922631","-128523.00316922631","-128523.00316922631","-137630.63680845522","-137630.63680845522","-137630.63680845522","-50805.30096761808","-50805.30096761808","-50805.30096761808","-53130.369784130045","-53130.369784130045","-53130.369784130045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295000","-277010.4395411423","-277010.4395411423","-277010.4395411423","-361490.2351169995","-361490.2351169995","-361490.2351169995","-233922.46255297094","-233922.46255297094","-233922.46255297094","-176416.65144304608","-176416.65144304608","-176416.65144304608","-249714.12560192173","-249714.12560192173","-249714.12560192173","-138553.49374328056","-138553.49374328056","-138553.49374328056","-152250.24835725504","-152250.24835725504","-152250.24835725504","-53949.25269752605","-53949.25269752605","-53949.25269752605","-57336.35361155005","-57336.35361155005","-57336.35361155005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"296000","-276620.86351385445","-276620.86351385445","-276620.86351385445","-369040.3583235336","-369040.3583235336","-369040.3583235336","-215482.35285732496","-215482.35285732496","-215482.35285732496","-155208.7524482657","-155208.7524482657","-155208.7524482657","-256957.75726220288","-256957.75726220288","-256957.75726220288","-124556.12644508491","-124556.12644508491","-124556.12644508491","-153984.7970236709","-153984.7970236709","-153984.7970236709","-50718.916109719765","-50718.916109719765","-50718.916109719765","-53508.29854290026","-53508.29854290026","-53508.29854290026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297000","-251098.71415874243","-251098.71415874243","-251098.71415874243","-351523.7278767265","-351523.7278767265","-351523.7278767265","-229562.10334653233","-229562.10334653233","-229562.10334653233","-171939.04999711856","-171939.04999711856","-171939.04999711856","-247684.22900171214","-247684.22900171214","-247684.22900171214","-130326.46479124436","-130326.46479124436","-130326.46479124436","-153146.74366551536","-153146.74366551536","-153146.74366551536","-52683.13360142164","-52683.13360142164","-52683.13360142164","-53893.94085852197","-53893.94085852197","-53893.94085852197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"298000","-273808.89082721085","-273808.89082721085","-273808.89082721085","-347954.8298641491","-347954.8298641491","-347954.8298641491","-222238.90279549","-222238.90279549","-222238.90279549","-167110.52830881716","-167110.52830881716","-167110.52830881716","-247109.42199834043","-247109.42199834043","-247109.42199834043","-144085.67399740787","-144085.67399740787","-144085.67399740787","-151543.74537742793","-151543.74537742793","-151543.74537742793","-54436.62496235619","-54436.62496235619","-54436.62496235619","-58361.47221132876","-58361.47221132876","-58361.47221132876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"299000","-250780.68181645955","-250780.68181645955","-250780.68181645955","-356008.87797146913","-356008.87797146913","-356008.87797146913","-226581.20567587376","-226581.20567587376","-226581.20567587376","-158688.59137839443","-158688.59137839443","-158688.59137839443","-251570.45596882916","-251570.45596882916","-251570.45596882916","-126805.51788024187","-126805.51788024187","-126805.51788024187","-161300.4629255264","-161300.4629255264","-161300.4629255264","-53988.54600304642","-53988.54600304642","-53988.54600304642","-56026.78815829009","-56026.78815829009","-56026.78815829009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300000","-261268.051504342","-261268.051504342","-261268.051504342","-342707.57924234483","-342707.57924234483","-342707.57924234483","-221107.66372276208","-221107.66372276208","-221107.66372276208","-157688.0726136713","-157688.0726136713","-157688.0726136713","-252206.95420041218","-252206.95420041218","-252206.95420041218","-108530.1497363535","-108530.1497363535","-108530.1497363535","-137126.48117301645","-137126.48117301645","-137126.48117301645","-47929.46351385754","-47929.46351385754","-47929.46351385754","-54560.412571812216","-54560.412571812216","-54560.412571812216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"301000","-255820.51978402742","-255820.51978402742","-255820.51978402742","-351655.7142453361","-351655.7142453361","-351655.7142453361","-233680.6392542656","-233680.6392542656","-233680.6392542656","-167328.8038786238","-167328.8038786238","-167328.8038786238","-244485.84289284682","-244485.84289284682","-244485.84289284682","-120910.11341358861","-120910.11341358861","-120910.11341358861","-156466.43905193164","-156466.43905193164","-156466.43905193164","-53499.232017306014","-53499.232017306014","-53499.232017306014","-53580.71928573137","-53580.71928573137","-53580.71928573137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302000","-261291.84929908015","-261291.84929908015","-261291.84929908015","-347488.89835062635","-347488.89835062635","-347488.89835062635","-230649.64465560947","-230649.64465560947","-230649.64465560947","-179745.72472532984","-179745.72472532984","-179745.72472532984","-253712.13458669235","-253712.13458669235","-253712.13458669235","-123352.5569336352","-123352.5569336352","-123352.5569336352","-153126.21624795606","-153126.21624795606","-153126.21624795606","-48372.73263628522","-48372.73263628522","-48372.73263628522","-52700.486247367306","-52700.486247367306","-52700.486247367306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"303000","-264638.3349007776","-264638.3349007776","-264638.3349007776","-360114.7648685802","-360114.7648685802","-360114.7648685802","-235770.41248600688","-235770.41248600688","-235770.41248600688","-175852.69561863446","-175852.69561863446","-175852.69561863446","-255597.43103937307","-255597.43103937307","-255597.43103937307","-127862.71196967008","-127862.71196967008","-127862.71196967008","-156609.6979105443","-156609.6979105443","-156609.6979105443","-51428.96529954661","-51428.96529954661","-51428.96529954661","-56968.9998471893","-56968.9998471893","-56968.9998471893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"304000","-277195.154963676","-277195.154963676","-277195.154963676","-363184.4988392143","-363184.4988392143","-363184.4988392143","-225835.51970894894","-225835.51970894894","-225835.51970894894","-172659.48096281016","-172659.48096281016","-172659.48096281016","-245128.29434703165","-245128.29434703165","-245128.29434703165","-137369.1616963643","-137369.1616963643","-137369.1616963643","-155850.15121325458","-155850.15121325458","-155850.15121325458","-49579.67474213399","-49579.67474213399","-49579.67474213399","-50294.6125070311","-50294.6125070311","-50294.6125070311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305000","-280452.07768949535","-280452.07768949535","-280452.07768949535","-343403.1961262546","-343403.1961262546","-343403.1961262546","-225854.2798619288","-225854.2798619288","-225854.2798619288","-174750.23942205447","-174750.23942205447","-174750.23942205447","-252868.75005405757","-252868.75005405757","-252868.75005405757","-123056.09199816777","-123056.09199816777","-123056.09199816777","-145564.72201003713","-145564.72201003713","-145564.72201003713","-52326.451400880826","-52326.451400880826","-52326.451400880826","-50052.92219412072","-50052.92219412072","-50052.92219412072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"306000","-265944.03408709296","-265944.03408709296","-265944.03408709296","-366421.38254342246","-366421.38254342246","-366421.38254342246","-230998.94231946004","-230998.94231946004","-230998.94231946004","-168746.1289917889","-168746.1289917889","-168746.1289917889","-260972.89814546643","-260972.89814546643","-260972.89814546643","-128219.08183116958","-128219.08183116958","-128219.08183116958","-161609.6877813482","-161609.6877813482","-161609.6877813482","-49692.304791130846","-49692.304791130846","-49692.304791130846","-53481.88324006762","-53481.88324006762","-53481.88324006762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"307000","-281208.17267126526","-281208.17267126526","-281208.17267126526","-356445.35199694784","-356445.35199694784","-356445.35199694784","-228415.77767873864","-228415.77767873864","-228415.77767873864","-176381.78146711757","-176381.78146711757","-176381.78146711757","-266094.8446677046","-266094.8446677046","-266094.8446677046","-134885.07397467148","-134885.07397467148","-134885.07397467148","-159367.72714000806","-159367.72714000806","-159367.72714000806","-55747.13206889889","-55747.13206889889","-55747.13206889889","-54776.78217153811","-54776.78217153811","-54776.78217153811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"308000","-281215.0803272526","-281215.0803272526","-281215.0803272526","-359494.7106090658","-359494.7106090658","-359494.7106090658","-222604.7390424113","-222604.7390424113","-222604.7390424113","-170724.8472645551","-170724.8472645551","-170724.8472645551","-250748.24335289278","-250748.24335289278","-250748.24335289278","-115051.61279865896","-115051.61279865896","-115051.61279865896","-161225.2426582273","-161225.2426582273","-161225.2426582273","-50578.89519587919","-50578.89519587919","-50578.89519587919","-58135.98681570407","-58135.98681570407","-58135.98681570407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"309000","-304666.9171506602","-304666.9171506602","-304666.9171506602","-356634.48376177246","-356634.48376177246","-356634.48376177246","-222883.92233759022","-222883.92233759022","-222883.92233759022","-176454.4618934362","-176454.4618934362","-176454.4618934362","-244962.96063896845","-244962.96063896845","-244962.96063896845","-119319.82281918684","-119319.82281918684","-119319.82281918684","-151932.9129581172","-151932.9129581172","-151932.9129581172","-50290.95903252892","-50290.95903252892","-50290.95903252892","-58694.934107559115","-58694.934107559115","-58694.934107559115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310000","-267049.02589776093","-267049.02589776093","-267049.02589776093","-363504.71911897225","-363504.71911897225","-363504.71911897225","-224351.37161504908","-224351.37161504908","-224351.37161504908","-173538.54184604864","-173538.54184604864","-173538.54184604864","-257125.52270596524","-257125.52270596524","-257125.52270596524","-131341.71618487363","-131341.71618487363","-131341.71618487363","-166872.2340670773","-166872.2340670773","-166872.2340670773","-50080.41937773909","-50080.41937773909","-50080.41937773909","-46218.00735077545","-46218.00735077545","-46218.00735077545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"311000","-310627.6912971666","-310627.6912971666","-310627.6912971666","-365775.0865236072","-365775.0865236072","-365775.0865236072","-226615.61541493077","-226615.61541493077","-226615.61541493077","-156828.79815432584","-156828.79815432584","-156828.79815432584","-240180.252244517","-240180.252244517","-240180.252244517","-130201.9797585062","-130201.9797585062","-130201.9797585062","-158945.0977870456","-158945.0977870456","-158945.0977870456","-53205.93753947426","-53205.93753947426","-53205.93753947426","-53237.69663213097","-53237.69663213097","-53237.69663213097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"312000","-268377.02156455064","-268377.02156455064","-268377.02156455064","-331631.551809576","-331631.551809576","-331631.551809576","-227492.09984651703","-227492.09984651703","-227492.09984651703","-160159.6349939856","-160159.6349939856","-160159.6349939856","-244968.46393471246","-244968.46393471246","-244968.46393471246","-127801.02639319647","-127801.02639319647","-127801.02639319647","-148028.71603345018","-148028.71603345018","-148028.71603345018","-54897.70356065302","-54897.70356065302","-54897.70356065302","-52617.501735922015","-52617.501735922015","-52617.501735922015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"313000","-283838.7919644992","-283838.7919644992","-283838.7919644992","-358772.7860508511","-358772.7860508511","-358772.7860508511","-224216.2658139191","-224216.2658139191","-224216.2658139191","-176075.71676534918","-176075.71676534918","-176075.71676534918","-253632.16591803724","-253632.16591803724","-253632.16591803724","-120962.29845543053","-120962.29845543053","-120962.29845543053","-160015.0841657902","-160015.0841657902","-160015.0841657902","-52559.27127525508","-52559.27127525508","-52559.27127525508","-54541.896177009105","-54541.896177009105","-54541.896177009105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"314000","-255553.69989354382","-255553.69989354382","-255553.69989354382","-359995.8093433136","-359995.8093433136","-359995.8093433136","-210120.50980246594","-210120.50980246594","-210120.50980246594","-164730.26914930338","-164730.26914930338","-164730.26914930338","-238122.07834544906","-238122.07834544906","-238122.07834544906","-131041.85473731671","-131041.85473731671","-131041.85473731671","-166820.59228376887","-166820.59228376887","-166820.59228376887","-52466.26487087504","-52466.26487087504","-52466.26487087504","-51096.76943215729","-51096.76943215729","-51096.76943215729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"315000","-241786.88749211442","-241786.88749211442","-241786.88749211442","-355676.07209721644","-355676.07209721644","-355676.07209721644","-230044.03861714952","-230044.03861714952","-230044.03861714952","-164485.2202516699","-164485.2202516699","-164485.2202516699","-255482.14016561623","-255482.14016561623","-255482.14016561623","-124273.24780376533","-124273.24780376533","-124273.24780376533","-145006.67661622202","-145006.67661622202","-145006.67661622202","-53643.05097873455","-53643.05097873455","-53643.05097873455","-56745.86264094677","-56745.86264094677","-56745.86264094677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316000","-265415.4046684729","-265415.4046684729","-265415.4046684729","-340235.7514324978","-340235.7514324978","-340235.7514324978","-235478.36073677288","-235478.36073677288","-235478.36073677288","-155871.7218111083","-155871.7218111083","-155871.7218111083","-243891.82030751064","-243891.82030751064","-243891.82030751064","-121936.84644094143","-121936.84644094143","-121936.84644094143","-145172.6238778745","-145172.6238778745","-145172.6238778745","-48160.49730047068","-48160.49730047068","-48160.49730047068","-47015.8172979511","-47015.8172979511","-47015.8172979511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"317000","-268501.7596601491","-268501.7596601491","-268501.7596601491","-370644.9157227544","-370644.9157227544","-370644.9157227544","-238346.93354690258","-238346.93354690258","-238346.93354690258","-184853.3601501872","-184853.3601501872","-184853.3601501872","-271485.11929379695","-271485.11929379695","-271485.11929379695","-144516.2613704996","-144516.2613704996","-144516.2613704996","-163195.54251714837","-163195.54251714837","-163195.54251714837","-51432.86846778755","-51432.86846778755","-51432.86846778755","-50145.02776230617","-50145.02776230617","-50145.02776230617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"318000","-272095.6207871157","-272095.6207871157","-272095.6207871157","-356230.81054586","-356230.81054586","-356230.81054586","-225015.30755914716","-225015.30755914716","-225015.30755914716","-169319.16330730138","-169319.16330730138","-169319.16330730138","-259404.64810192274","-259404.64810192274","-259404.64810192274","-111555.21717721253","-111555.21717721253","-111555.21717721253","-167628.5397243513","-167628.5397243513","-167628.5397243513","-51018.53899620564","-51018.53899620564","-51018.53899620564","-49334.23944315645","-49334.23944315645","-49334.23944315645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"319000","-277295.77918067755","-277295.77918067755","-277295.77918067755","-356361.886472626","-356361.886472626","-356361.886472626","-234675.90599348902","-234675.90599348902","-234675.90599348902","-182897.9049261814","-182897.9049261814","-182897.9049261814","-250396.0994548711","-250396.0994548711","-250396.0994548711","-116801.10748121358","-116801.10748121358","-116801.10748121358","-157461.66415435716","-157461.66415435716","-157461.66415435716","-51746.987395287935","-51746.987395287935","-51746.987395287935","-54875.48526614167","-54875.48526614167","-54875.48526614167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320000","-257787.82340027817","-257787.82340027817","-257787.82340027817","-365711.07718491147","-365711.07718491147","-365711.07718491147","-223484.77260484453","-223484.77260484453","-223484.77260484453","-168284.4531649331","-168284.4531649331","-168284.4531649331","-243508.38533907573","-243508.38533907573","-243508.38533907573","-140988.75516794663","-140988.75516794663","-140988.75516794663","-161646.44676496036","-161646.44676496036","-161646.44676496036","-51239.30568176528","-51239.30568176528","-51239.30568176528","-49342.52154830551","-49342.52154830551","-49342.52154830551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"321000","-265095.0114354791","-265095.0114354791","-265095.0114354791","-342106.20112019934","-342106.20112019934","-342106.20112019934","-224675.85747674943","-224675.85747674943","-224675.85747674943","-159224.8707652869","-159224.8707652869","-159224.8707652869","-242878.76922794676","-242878.76922794676","-242878.76922794676","-99640.2111732488","-99640.2111732488","-99640.2111732488","-164907.57549191068","-164907.57549191068","-164907.57549191068","-48843.5485365048","-48843.5485365048","-48843.5485365048","-48343.641791712354","-48343.641791712354","-48343.641791712354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322000","-274858.21635423455","-274858.21635423455","-274858.21635423455","-361937.075630502","-361937.075630502","-361937.075630502","-219931.0146672134","-219931.0146672134","-219931.0146672134","-172669.8368973364","-172669.8368973364","-172669.8368973364","-245797.9716677582","-245797.9716677582","-245797.9716677582","-118690.38543037586","-118690.38543037586","-118690.38543037586","-172118.61356208756","-172118.61356208756","-172118.61356208756","-53844.79165974284","-53844.79165974284","-53844.79165974284","-44629.20030078372","-44629.20030078372","-44629.20030078372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323000","-266590.9981836611","-266590.9981836611","-266590.9981836611","-356598.14908020716","-356598.14908020716","-356598.14908020716","-218667.79588173365","-218667.79588173365","-218667.79588173365","-177618.02782993668","-177618.02782993668","-177618.02782993668","-254924.3721712092","-254924.3721712092","-254924.3721712092","-111947.16843524601","-111947.16843524601","-111947.16843524601","-162791.93733428555","-162791.93733428555","-162791.93733428555","-51680.896897911014","-51680.896897911014","-51680.896897911014","-50054.556676700115","-50054.556676700115","-50054.556676700115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"324000","-292582.8756850056","-292582.8756850056","-292582.8756850056","-341642.43044828554","-341642.43044828554","-341642.43044828554","-229620.60510177867","-229620.60510177867","-229620.60510177867","-165088.69744896103","-165088.69744896103","-165088.69744896103","-256554.98082732278","-256554.98082732278","-256554.98082732278","-133516.99906910496","-133516.99906910496","-133516.99906910496","-163973.7116616655","-163973.7116616655","-163973.7116616655","-51426.00606029583","-51426.00606029583","-51426.00606029583","-57918.76622397612","-57918.76622397612","-57918.76622397612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325000","-269479.9673451165","-269479.9673451165","-269479.9673451165","-335514.9414778184","-335514.9414778184","-335514.9414778184","-223388.94733869514","-223388.94733869514","-223388.94733869514","-148808.03678289225","-148808.03678289225","-148808.03678289225","-246390.69322702003","-246390.69322702003","-246390.69322702003","-139489.39381434247","-139489.39381434247","-139489.39381434247","-163230.97898614226","-163230.97898614226","-163230.97898614226","-56849.68004816423","-56849.68004816423","-56849.68004816423","-46089.37565768748","-46089.37565768748","-46089.37565768748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326000","-261717.86964372935","-261717.86964372935","-261717.86964372935","-358850.5211134184","-358850.5211134184","-358850.5211134184","-235273.39755962932","-235273.39755962932","-235273.39755962932","-163468.83908355504","-163468.83908355504","-163468.83908355504","-232383.6244373764","-232383.6244373764","-232383.6244373764","-150035.71208023562","-150035.71208023562","-150035.71208023562","-157104.1239489295","-157104.1239489295","-157104.1239489295","-52617.68826388844","-52617.68826388844","-52617.68826388844","-49424.918459466215","-49424.918459466215","-49424.918459466215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
